Date,Close ,Volume
07/17/2024,13.4,"4,832,600"
07/16/2024,13.71,"5,950,100"
07/15/2024,13.48,"7,480,800"
07/12/2024,13.01,"10,820,800"
07/11/2024,11.9,"4,814,300"
07/10/2024,11.88,"4,864,300"
07/09/2024,12.14,"4,898,800"
07/08/2024,12.1,"10,601,400"
07/05/2024,12.4,"10,681,000"
07/03/2024,11.37,"4,315,000"
07/02/2024,10.72,"6,933,600"
07/01/2024,10.84,"10,724,800"
06/28/2024,11.61,"14,037,600"
06/27/2024,11.45,"7,057,100"
06/26/2024,11.23,"6,983,700"
06/25/2024,10.98,"8,477,300"
06/24/2024,10.33,"6,696,200"
06/21/2024,10.08,"10,244,000"
06/20/2024,11.22,"9,697,300"
06/18/2024,11.39,"16,022,800"
06/17/2024,11.75,"22,821,400"
06/14/2024,10.22,"8,097,800"
06/13/2024,9.98,"8,819,500"
06/12/2024,9.76,"10,401,900"
06/11/2024,9.87,"12,057,500"
06/10/2024,8.48,"7,161,100"
06/07/2024,8.62,"7,303,800"
06/06/2024,9.32,"10,087,100"
06/05/2024,8.79,"15,718,900"
06/04/2024,8.67,"7,824,400"
06/03/2024,8.38,"13,819,500"
05/31/2024,8.27,"15,500,700"
05/30/2024,8.41,"37,895,300"
05/29/2024,9.02,"109,899,300"
05/28/2024,5.33,"10,165,600"
05/24/2024,4.74,"6,510,100"
05/23/2024,4.14,"6,402,700"
05/22/2024,4.66,"8,460,600"
05/21/2024,4.71,"15,850,300"
05/20/2024,5.28,"24,652,900"
05/17/2024,4.54,"35,880,800"
05/16/2024,4.03,"76,045,600"
05/15/2024,2.39,"11,016,400"
05/14/2024,2.51,"4,175,500"
05/13/2024,2.24,"3,457,300"
05/10/2024,2.26,"1,318,400"
05/09/2024,2.36,"1,249,000"
05/08/2024,2.3,"999,900"
05/07/2024,2.32,"1,474,300"
05/06/2024,2.48,"1,704,000"
05/03/2024,2.45,"2,748,000"
05/02/2024,2.3,"1,474,100"
05/01/2024,2.26,"1,440,000"
04/30/2024,2.21,"1,493,600"
04/29/2024,2.33,"1,833,900"
04/26/2024,2.23,"1,430,300"
04/25/2024,2.19,"1,736,500"
04/24/2024,2.14,"1,521,300"
04/23/2024,2.15,"2,239,600"
04/22/2024,2.16,"3,122,900"
04/19/2024,2.09,"2,368,200"
04/18/2024,2.14,"3,126,600"
04/17/2024,2.05,"1,585,700"
04/16/2024,2.02,"2,569,900"
04/15/2024,2.08,"2,368,500"
04/12/2024,2.13,"3,180,300"
04/11/2024,2.11,"2,554,000"
04/10/2024,2.14,"3,501,700"
04/09/2024,2.31,"1,350,000"
04/08/2024,2.27,"2,012,100"
04/05/2024,2.2,"2,777,300"
04/04/2024,2.25,"4,792,300"
04/03/2024,2.32,"7,915,500"
04/02/2024,2.01,"11,977,700"
04/01/2024,2.63,"7,887,700"
03/28/2024,2.9,"3,986,200"
03/27/2024,2.86,"2,312,400"
03/26/2024,2.81,"1,992,700"
03/25/2024,2.84,"2,527,000"
03/22/2024,2.76,"3,285,500"
03/21/2024,2.78,"4,358,700"
03/20/2024,2.95,"3,278,400"
03/19/2024,2.86,"3,011,900"
03/18/2024,2.97,"4,602,300"
03/15/2024,3.14,"10,445,400"
03/14/2024,3.04,"3,451,900"
03/13/2024,3.1,"5,922,400"
03/12/2024,2.98,"3,374,700"
03/11/2024,3.05,"2,926,800"
03/08/2024,3.01,"3,611,000"
03/07/2024,2.95,"3,219,100"
03/06/2024,3.1,"2,521,300"
03/05/2024,3.01,"2,401,900"
03/04/2024,3.12,"2,413,800"
03/01/2024,3.21,"2,058,000"
02/29/2024,3.17,"1,887,000"
02/28/2024,3.19,"2,917,500"
02/27/2024,3.38,"2,854,500"
02/26/2024,3.2,"2,563,600"
02/23/2024,2.95,"3,847,600"
02/22/2024,3.09,"3,233,500"
02/21/2024,3.16,"2,739,300"
02/20/2024,3.32,"3,121,000"
02/16/2024,3.43,"2,999,700"
02/15/2024,3.41,"2,860,300"
02/14/2024,3.32,"2,132,600"
02/13/2024,3.17,"3,088,000"
02/12/2024,3.52,"5,042,100"
02/09/2024,3.43,"5,507,000"
02/08/2024,3.18,"8,298,600"
02/07/2024,2.61,"4,429,300"
02/06/2024,2.88,"1,865,200"
02/05/2024,2.77,"2,450,800"
02/02/2024,2.84,"2,575,600"
02/01/2024,2.9,"3,137,800"
01/31/2024,2.87,"3,446,200"
01/30/2024,2.92,"3,772,600"
01/29/2024,3.07,"5,425,800"
01/26/2024,2.79,"6,339,000"
01/25/2024,2.95,"4,302,000"
01/24/2024,3.08,"5,925,600"
01/23/2024,3.12,"13,234,800"
01/22/2024,3.1,"10,325,800"
01/19/2024,3.09,"44,477,300"
01/18/2024,4.16,"10,205,200"
01/17/2024,4.28,"2,673,400"
01/16/2024,4.13,"1,607,800"
01/12/2024,4.16,"2,337,700"
01/11/2024,4.27,"4,229,700"
01/10/2024,4.95,"1,738,100"
01/09/2024,4.89,"1,024,800"
01/08/2024,4.94,"1,494,200"
01/05/2024,5.01,"1,501,600"
01/04/2024,4.82,"1,897,600"
01/03/2024,4.93,"2,925,300"
01/02/2024,4.85,"6,285,200"
12/29/2023,6.03,"2,497,800"
12/28/2023,6.18,"1,594,000"
12/27/2023,6.36,"3,079,900"
12/26/2023,6.19,"1,808,500"
12/22/2023,6.07,"2,600,400"
12/21/2023,5.81,"2,569,200"
12/20/2023,5.17,"2,240,300"
12/19/2023,5.56,"1,383,800"
12/18/2023,5.32,"1,690,300"
12/15/2023,5.44,"2,036,700"
12/14/2023,5.49,"1,491,400"
12/13/2023,5.24,"1,721,500"
12/12/2023,5.14,"1,263,400"
12/11/2023,5.24,"1,606,100"
