Date,Close ,Volume
03/13/2024,495.57,"12,090,700"
03/12/2024,499.75,"15,448,200"
03/11/2024,483.59,"20,428,300"
03/08/2024,505.95,"18,575,200"
03/07/2024,512.19,"18,586,400"
03/06/2024,496.09,"11,757,900"
03/05/2024,490.22,"15,325,300"
03/04/2024,498.19,"12,324,100"
03/01/2024,502.3,"16,273,600"
02/29/2024,490.13,"17,732,000"
02/28/2024,484.02,"12,715,500"
02/27/2024,487.05,"10,809,600"
02/26/2024,481.74,"12,101,400"
02/23/2024,484.03,"18,374,300"
02/22/2024,486.13,"21,625,800"
02/21/2024,468.03,"12,977,100"
02/20/2024,471.75,"18,015,500"
02/16/2024,473.32,"23,306,500"
02/15/2024,484.03,"24,212,300"
02/14/2024,473.28,"16,858,400"
02/13/2024,460.12,"20,916,600"
02/12/2024,468.9,"19,382,000"
02/09/2024,468.11,"18,413,100"
02/08/2024,470,"18,815,100"
02/07/2024,469.59,"23,066,000"
02/06/2024,454.72,"21,655,200"
02/05/2024,459.41,"40,832,400"
02/02/2024,474.99,"84,615,500"
02/01/2024,394.78,"29,727,100"
01/31/2024,390.14,"20,180,800"
01/30/2024,400.06,"18,614,700"
01/29/2024,401.02,"18,742,400"
01/26/2024,394.14,"13,163,700"
01/25/2024,393.18,"15,091,100"
01/24/2024,390.7,"15,698,500"
01/23/2024,385.2,"15,506,100"
01/22/2024,381.78,"17,680,500"
01/19/2024,383.45,"21,470,100"
01/18/2024,376.13,"16,354,300"
01/17/2024,368.37,"12,724,800"
01/16/2024,367.46,"15,306,900"
01/12/2024,374.49,"19,295,700"
01/11/2024,369.67,"17,205,400"
01/10/2024,370.47,"22,117,200"
01/09/2024,357.43,"13,463,900"
01/08/2024,358.66,"13,890,200"
01/05/2024,351.95,"13,920,700"
01/04/2024,347.12,"12,099,900"
01/03/2024,344.47,"15,451,100"
01/02/2024,346.29,"19,042,200"
12/29/2023,353.96,"14,980,500"
12/28/2023,358.32,"11,798,800"
12/27/2023,357.83,"13,207,900"
12/26/2023,354.83,"9,898,600"
12/22/2023,353.39,"11,764,200"
12/21/2023,354.09,"15,289,600"
12/20/2023,349.28,"16,369,900"
12/19/2023,350.36,"17,729,400"
12/18/2023,344.62,"18,993,900"
12/15/2023,334.92,"30,001,600"
12/14/2023,333.17,"19,607,300"
12/13/2023,334.74,"16,353,300"
12/12/2023,334.22,"18,485,500"
12/11/2023,325.28,"25,802,500"
